id:INTEGER,publisher,genres,coop,name,timestamp:INTEGER,system,releaseDate,players,reviewRating,esrbRating,developer
781,Namco Bandai Games,null,No,Naruto Shippuden Ultimate Ninja Storm 2,1287446400,Microsoft Xbox 360,10/19/10,null,0 / 10,Teen,CyberConnect2
782,Ubisoft,"Action, Adventure",No,Naruto Rise of a Ninja,1193702400,Microsoft Xbox 360,10/30/07,1,0 / 10,Teen,Ubisoft Montreal
783,null,null,No,Naruto The Broken Bond,1226966400,Microsoft Xbox 360,11/18/08,null,0 / 10,null,null
784,null,null,No,NASCAR 08,1185148800,Microsoft Xbox 360,7/23/07,null,0 / 10,Everyone,null
785,EA Sports,"Racing, Sports",No,NASCAR 09,1213056000,Microsoft Xbox 360,6/10/08,1,0 / 10,Everyone,EA Tiburon
786,Activision,Racing,No,NASCAR The Game 2011,1297728000,Microsoft Xbox 360,2/15/11,null,0 / 10,Everyone,Eutechnyx
787,Activision,"Racing, Sports",Yes,NASCAR The Game Inside Line,1352160000,Microsoft Xbox 360,11/6/12,null,0 / 10,null,Eutechnyx
788,Activision,Racing,No,NASCAR Unleashed,,Microsoft Xbox 360,null,null,0 / 10,Everyone,null
789,UTV Ignition Entertainment,Puzzle,No,National Geographic Challenge,1321920000,Microsoft Xbox 360,11/22/11,null,0 / 10,Everyone,Gusto Games Ltd.
790,null,null,No,Naughty Bear,1277769600,Microsoft Xbox 360,6/29/10,null,0 / 10,null,null
791,null,null,No,Naughty Bear Gold Edition,1306195200,Microsoft Xbox 360,5/24/11,null,0 / 10,null,null
792,505 Games,null,No,Naughty Bear Panic in Paradise,1349740800,Microsoft Xbox 360,10/9/12,1,0 / 10,Teen,Behaviour Interactive
793,null,null,No,Naval Assault The Killing Tide,1276560000,Microsoft Xbox 360,6/15/10,null,0 / 10,null,null
794,null,null,No,NBA 2K10,1254787200,Microsoft Xbox 360,10/6/09,null,0 / 10,Everyone,null
795,null,null,No,NBA 2K10 Draft Combine,1251244800,Microsoft Xbox 360,8/26/09,null,0 / 10,Everyone,null
796,2K Sports,Sports,Yes,NBA 2K11,1286236800,Microsoft Xbox 360,10/5/10,2,0 / 10,Everyone,Visual Concepts
797,2K Sports,Sports,No,NBA 2K12,1317686400,Microsoft Xbox 360,10/4/11,null,0 / 10,Everyone,Visual Concepts
798,2K Sports,null,No,NBA 2K13,1349136000,Microsoft Xbox 360,10/2/12,null,0 / 10,null,Visual Concepts
799,2K Sports,Sports,No,NBA 2K14,1380585600,Microsoft Xbox 360,10/1/13,4,10-Jul,Everyone,Visual Concepts
800,Visual Concepts,Sports,Yes,NBA 2K15,1412640000,Microsoft Xbox 360,10/7/14,4,0 / 10,Everyone,2K
801,null,null,No,NBA 2K6,1132099200,Microsoft Xbox 360,11/16/05,null,0 / 10,null,null
802,null,Sports,No,NBA 2K7,1159142400,Microsoft Xbox 360,9/25/06,null,0 / 10,Everyone,null
803,2K Sports,Sports,No,NBA 2K8,1191283200,Microsoft Xbox 360,10/2/07,null,0 / 10,Everyone,Visual Concepts
804,2K Sports,null,No,NBA 2K9,1223337600,Microsoft Xbox 360,10/7/08,null,0 / 10,null,Virtual Concepts
805,Majesco,"Music, Sports",No,NBA Baller Beats,1347321600,Microsoft Xbox 360,9/11/12,1,0 / 10,Everyone 10+,HB Studios
806,null,null,No,NBA Ballers Chosen One,1208736000,Microsoft Xbox 360,4/21/08,null,0 / 10,null,null
807,Electronic Arts,"Action, Sports",Yes,NBA Jam,1289865600,Microsoft Xbox 360,11/16/10,4,0 / 10,Everyone,EA Canada
808,EA,null,No,NBA Live 06,1127692800,Microsoft Xbox 360,9/26/05,null,0 / 10,Everyone,EA
809,EA,Sports,No,NBA Live 07,1159228800,Microsoft Xbox 360,9/26/06,null,0 / 10,Everyone,EA Canada
810,null,null,No,NBA Live 08,1191283200,Microsoft Xbox 360,10/2/07,null,0 / 10,null,null
811,null,null,No,NBA Live 09,1223337600,Microsoft Xbox 360,10/7/08,null,0 / 10,Everyone,null
812,null,null,No,NBA Live 10,1254787200,Microsoft Xbox 360,10/6/09,null,0 / 10,Everyone,null
813,EA,Sports,No,NBA Street Homecourt,1171929600,Microsoft Xbox 360,2/20/07,null,0 / 10,Everyone,EA Canada
814,null,null,No,NBA Unrivaled,1257897600,Microsoft Xbox 360,11/11/09,null,0 / 10,Everyone,null
815,null,null,No,NCAA Basketball 09,1226880000,Microsoft Xbox 360,11/17/08,null,0 / 10,Everyone,null
816,null,null,No,NCAA Basketball 09 March Madness Edition,1236729600,Microsoft Xbox 360,3/11/09,null,0 / 10,Everyone,null
817,EA Sports,Sports,No,NCAA Basketball 10,1258502400,Microsoft Xbox 360,11/18/09,2,0 / 10,Everyone,EA Canada
818,EA Sports,Sports,No,NCAA Football 07,1153180800,Microsoft Xbox 360,7/18/06,4,10-Jul,Everyone,EA Tiburon
819,null,Sports,No,NCAA Football 08,1184630400,Microsoft Xbox 360,7/17/07,null,0 / 10,Everyone,null
820,null,Sports,No,NCAA Football 09,1216080000,Microsoft Xbox 360,7/15/08,4,0 / 10,Everyone,null
821,null,null,No,NCAA Football 10,1247529600,Microsoft Xbox 360,7/14/09,null,0 / 10,null,null
822,null,null,No,NCAA Football 11,1278979200,Microsoft Xbox 360,7/13/10,null,0 / 10,Everyone,null
823,null,Sports,No,NCAA Football 12,1310428800,Microsoft Xbox 360,7/12/11,null,0 / 10,Everyone,null
824,null,null,No,NCAA Football 13,1341878400,Microsoft Xbox 360,7/10/12,null,0 / 10,Everyone,null
825,null,null,No,NCAA Football 14,1373328000,Microsoft Xbox 360,7/9/13,null,0 / 10,null,null
826,null,Sports,No,NCAA March Madness 07,1168992000,Microsoft Xbox 360,1/17/07,null,0 / 10,Everyone,null
827,null,null,No,NCAA March Madness 08,1197331200,Microsoft Xbox 360,12/11/07,null,0 / 10,Everyone,null
828,Ubisoft,Adventure,No,NCIS,1320105600,Microsoft Xbox 360,11/1/11,1,0 / 10,Teen,Ubisoft Shanghai
829,Electronic Arts,Racing,No,Need for Speed Most Wanted,1351555200,Microsoft Xbox 360,10/30/12,4,0 / 10,Everyone 10+,Criterion
830,EA,Racing,No,Need for Speed Shift 2 Unleashed,1301356800,Microsoft Xbox 360,3/29/11,4,0 / 10,Everyone 10+,Slightly Mad Studios
831,EA,Racing,No,Need for Speed Carbon,1162252800,Microsoft Xbox 360,10/31/06,null,0 / 10,Everyone 10+,Black Box
832,null,Racing,No,Need for Speed Hot Pursuit,1289865600,Microsoft Xbox 360,11/16/10,null,10-Aug,Everyone,null
833,Electronic Arts,Racing,No,Need for Speed Most Wanted,1212537600,Microsoft Xbox 360,6/4/08,null,0 / 10,Teen,"EA Black Box, EA Redwood Shores"
834,null,Racing,No,Need for Speed ProStreet,1195084800,Microsoft Xbox 360,11/15/07,4,0 / 10,Everyone 10+,null
835,EA,Racing,No,Need for Speed Rivals,1384819200,Microsoft Xbox 360,11/19/13,null,0 / 10,null,Ghost Games
836,EA,Racing,No,Need for Speed Shift,1252972800,Microsoft Xbox 360,9/15/09,null,0 / 10,Everyone,EA
837,EA Black Box,"Action, Racing",No,Need for Speed The Run,1321315200,Microsoft Xbox 360,11/15/11,4,0 / 10,Teen,null
838,E.A.,null,No,Need for Speed Undercover,1226016000,Microsoft Xbox 360,11/7/08,null,0 / 10,null,null
839,null,null,No,NeverDead,1327968000,Microsoft Xbox 360,1/31/12,null,0 / 10,Mature,null
840,EA Sports,Sports,No,NFL Blitz,1325635200,Microsoft Xbox 360,1/4/12,4,0 / 10,Everyone 10+,EA Sports
841,EA Sports,Sports,No,NFL Head Coach 09,1220313600,Microsoft Xbox 360,9/2/08,null,0 / 10,Everyone,EA Tiburon
842,null,null,No,NFL Tour,1199750400,Microsoft Xbox 360,1/8/08,null,0 / 10,Everyone,null
843,EA,null,No,NHL 07,1158019200,Microsoft Xbox 360,9/12/06,null,0 / 10,Everyone 10+,EA
844,EA Sports,Sports,Yes,NHL 08,1189555200,Microsoft Xbox 360,9/12/07,4,0 / 10,Everyone 10+,EA Canada
845,EA Sports,Sports,Yes,NHL 09,1221004800,Microsoft Xbox 360,9/10/08,4,0 / 10,Everyone 10+,EA Canada
846,EA Sports,Sports,No,NHL 10,1252972800,Microsoft Xbox 360,9/15/09,null,0 / 10,Everyone 10+,EA Canada
847,Electronic Arts Sports,Sports,No,NHL 11,1283817600,Microsoft Xbox 360,9/7/10,null,0 / 10,Everyone 10+,Electronic Arts
848,null,null,No,NHL 12,1315872000,Microsoft Xbox 360,9/13/11,null,0 / 10,null,null
849,null,null,No,NHL 13,1347321600,Microsoft Xbox 360,9/11/12,null,0 / 10,null,null
850,EA,Sports,No,NHL 14,1378771200,Microsoft Xbox 360,9/10/13,null,0 / 10,Everyone 10+,EA Sports
851,2K Sports,Sports,Yes,NHL 2K10,1252972800,Microsoft Xbox 360,9/15/09,4,0 / 10,Everyone 10+,Visual Concepts
852,null,Sports,No,NHL 2K6,1132099200,Microsoft Xbox 360,11/16/05,null,0 / 10,Everyone 10+,null
853,2K Sports,Sports,No,NHL 2K7,1158019200,Microsoft Xbox 360,9/12/06,null,0 / 10,Everyone 10+,Kush Games
854,null,Sports,No,NHL 2K8,1189382400,Microsoft Xbox 360,9/10/07,null,0 / 10,Everyone 10+,null
855,2K Sports,Sports,Yes,NHL 2K9,1220918400,Microsoft Xbox 360,9/9/08,4,0 / 10,Everyone 10+,Visual Concepts
856,null,null,No,Nickelodeon Dance,1320710400,Microsoft Xbox 360,11/8/11,null,0 / 10,null,null
857,null,null,No,Nickelodeon Dance 2,1352160000,Microsoft Xbox 360,11/6/12,null,0 / 10,null,null
858,2K Games,Sports,No,Nicktoons MLB,1315872000,Microsoft Xbox 360,9/13/11,null,0 / 10,Everyone,High Voltage Software
859,null,null,No,Nier,1272326400,Microsoft Xbox 360,4/27/10,1,0 / 10,Mature,null
860,null,null,No,Night at the Museum Battle of the Smithsonian,1241481600,Microsoft Xbox 360,5/5/09,null,0 / 10,null,null
861,Microsoft Studios,Sports,No,Nike Kinect Training,1351555200,Microsoft Xbox 360,10/30/12,null,0 / 10,Everyone,"Nike, Inc."
862,null,null,No,NinetyNine Nights,1155600000,Microsoft Xbox 360,8/15/06,null,0 / 10,null,null
863,null,null,No,Ninja Blade,1239062400,Microsoft Xbox 360,4/7/09,null,0 / 10,null,null
864,Tecmo,"Action, Adventure, Fighting",No,Ninja Gaiden 3,1332201600,Microsoft Xbox 360,3/20/12,1,0 / 10,Mature,Team Ninja
865,Tecmo Koei,Action,Yes,Ninja Gaiden 3 Collectors Edition,1332201600,Microsoft Xbox 360,3/20/12,2,10-May,Mature,null
866,null,null,No,Ninja Gaiden 3 Razors Edge,1364860800,Microsoft Xbox 360,4/2/13,null,10-Jun,null,null
867,Tecmo,Action,No,Ninja Gaiden II,1212451200,Microsoft Xbox 360,6/3/08,null,10-Jul,Mature,Team Ninja
868,null,null,No,Nobunaga no Yabou Tendou,1267660800,Microsoft Xbox 360,3/4/10,null,0 / 10,null,null
869,Activision,Sports,No,NPPL Championship Paintball 2009,1227571200,Microsoft Xbox 360,11/25/08,null,0 / 10,Everyone 10+,Activision
870,null,null,No,Nurarihyon no Mago Hyakki Ryouran Taisen,1321488000,Microsoft Xbox 360,11/17/11,null,0 / 10,null,null
871,null,null,No,Obut Ptanque 2,1355270400,Microsoft Xbox 360,12/12/12,null,0 / 10,null,null
872,Focus Home Interactive,Role-Playing,No,Of Orcs and Men,1349913600,Microsoft Xbox 360,10/11/12,1,0 / 10,Mature,Cyanide
873,Kalypso,Strategy,No,Omerta City of Gangsters,1360627200,Microsoft Xbox 360,2/12/13,1,0 / 10,Teen,Kalypso
874,D3Publisher,"Action, Adventure, Role-Playing",Yes,Onechanbara Bikini Samurai Squad,1234224000,Microsoft Xbox 360,2/10/09,2,0 / 10,Mature,Tamsoft
875,Ubisoft,Action,No,Open Season,1158537600,Microsoft Xbox 360,9/18/06,null,0 / 10,Everyone 10+,null
876,null,null,No,Operation Darkness,1214265600,Microsoft Xbox 360,6/24/08,null,0 / 10,null,null
877,null,null,No,Operation Flashpoint Dragon Rising,1254787200,Microsoft Xbox 360,10/6/09,null,0 / 10,Mature,null
878,"Codemasters Software, Inc.",Shooter,No,Operation Flashpoint Red River,1307404800,Microsoft Xbox 360,6/7/11,4,0 / 10,Mature,null
879,Codemasters,Shooter,Yes,Operations Flahspoint Dragon Rising,1254787200,Microsoft Xbox 360,10/6/09,4,10-Jul,Mature,Codemasters
880,null,null,No,Otomedius Excellent,1320105600,Microsoft Xbox 360,11/1/11,null,0 / 10,null,null
881,null,null,No,Outland,1303862400,Microsoft Xbox 360,4/27/11,null,0 / 10,Everyone 10+,null
882,Ubisoft,"Fighting, Flight Simulator",No,Over G Fighters,1151625600,Microsoft Xbox 360,6/30/06,null,0 / 10,null,Taito Corporation
883,null,null,No,Overlord,1182816000,Microsoft Xbox 360,6/26/07,null,0 / 10,Teen,null
884,null,null,No,Overlord II,1245715200,Microsoft Xbox 360,6/23/09,null,0 / 10,Teen,null
885,Namco Bandai Games America,"Action, Adventure, Platform",Yes,PacMan and the Ghostly Adventures,1383004800,Microsoft Xbox 360,10/29/13,4,0 / 10,Everyone 10+,Namco Bandai Games
886,null,Action,No,PacMan Championship Edition DX,1289952000,Microsoft Xbox 360,11/17/10,1,0 / 10,Everyone,Namco Bandai Games America
887,Nordic Games,null,No,Painkiller Hell and Damnation,1360886400,Microsoft Xbox 360,2/15/13,null,0 / 10,Mature,null
888,null,"Action, Shooter",Yes,Payday 2,1376611200,Microsoft Xbox 360,8/16/13,4,10-Jun,Mature,Overkill Software
889,null,Puzzle,No,Peggle,1236729600,Microsoft Xbox 360,3/11/09,4,0 / 10,Everyone,Popcap
890,null,null,No,Penny Arcade Adventures Episode One,1211328000,Microsoft Xbox 360,5/21/08,null,0 / 10,Mature,null
891,null,null,No,Penny Arcade Adventures Episode Two,1225238400,Microsoft Xbox 360,10/29/08,null,0 / 10,Mature,null
892,Microsoft Game Studios,"Action, Shooter",Yes,Perfect Dark,1268784000,Microsoft Xbox 360,3/17/10,4,10-Sep,null,Rare
893,null,null,No,Perfect Dark Zero,1132272000,Microsoft Xbox 360,11/18/05,null,10-Aug,Mature,null
894,Atlus,"Fighting, Role-Playing",No,Persona 4 Arena,1344297600,Microsoft Xbox 360,8/7/12,null,0 / 10,Teen,Arc System Works
895,null,null,No,Peter Jacksons King Kong,1132617600,Microsoft Xbox 360,11/22/05,null,0 / 10,null,null
896,SEGA,"Action, Role-Playing",No,Phantasy Star Universe,1161648000,Microsoft Xbox 360,10/24/06,null,0 / 10,Teen,Sonic Team
897,null,null,No,Pictionary Ultimate Edition,1321315200,Microsoft Xbox 360,11/15/11,null,0 / 10,Everyone,null
898,null,null,No,Pimp My Ride,1165363200,Microsoft Xbox 360,12/6/06,null,0 / 10,Teen,null
899,null,null,No,Pinball FX 2 Marvel Pinball,1291766400,Microsoft Xbox 360,12/8/10,null,0 / 10,Everyone,null
900,null,null,No,Pinball Hall of Fame The Williams Collection,1253577600,Microsoft Xbox 360,9/22/09,null,0 / 10,Everyone 10+,null
901,Disney Interactive Studios,Action,No,Pirates of the Caribbean At Worlds End,1179792000,Microsoft Xbox 360,5/22/07,null,0 / 10,Teen,Eurocom
902,null,null,No,Planet 51,1258416000,Microsoft Xbox 360,11/17/09,null,0 / 10,Everyone,null
903,PopCap,"Puzzle, Strategy",Yes,Plants vs Zombies,1285632000,Microsoft Xbox 360,9/28/10,2,0 / 10,Everyone 10+,null
904,Electronic Arts,Shooter,No,Plants vs Zombies Garden Warfare,1393286400,Microsoft Xbox 360,2/25/14,4,0 / 10,null,Popcap
905,null,null,null,Playboys The Experience,,Microsoft Xbox 360,null,null,0 / 10,null,null
906,null,null,No,Pocket Bike Racer,,Microsoft Xbox 360,null,4,0 / 10,Everyone,null
907,null,Strategy,No,Port Royale 3 Pirates Merchants,1349740800,Microsoft Xbox 360,10/9/12,1,0 / 10,Teen,null
908,null,"Puzzle, Shooter",Yes,Portal 2,1303171200,Microsoft Xbox 360,4/19/11,2,10-Aug,null,null
909,null,Music,No,Power Gig Rise of the SixString,1287446400,Microsoft Xbox 360,10/19/10,null,0 / 10,Teen,Seven45 Studios
910,null,null,No,PowerUP Heroes,1318896000,Microsoft Xbox 360,10/18/11,null,10-May,null,null
911,null,null,No,Prey,1152576000,Microsoft Xbox 360,7/11/06,null,10-Aug,null,null
912,2K Games,Shooter,No,Prey Limited Collectors Edition,1152576000,Microsoft Xbox 360,7/11/06,1,0 / 10,Mature,Human Head
913,Ubisoft,"Action, Adventure, Platform",No,Prince of Persia,1228176000,Microsoft Xbox 360,12/2/08,1,10-Jun,Teen,Ubisoft
914,Ubisoft,"Action, Adventure, Platform",No,Prince of Persia 2008,1228176000,Microsoft Xbox 360,12/2/08,1,0 / 10,Teen,Ubisoft Montreal
915,Ubisoft,Action,No,Prince of Persia The Forgotten Sands,1274140800,Microsoft Xbox 360,5/18/10,1,0 / 10,Teen,Ubisoft
916,null,null,No,Prison Break The Conspiracy,1270080000,Microsoft Xbox 360,4/1/10,null,0 / 10,Teen,null
917,Konami,Sports,No,Pro Evolution Soccer 2007,1170720000,Microsoft Xbox 360,2/6/07,null,0 / 10,Everyone,Konami
918,null,null,No,Pro Evolution Soccer 2008,1205193600,Microsoft Xbox 360,3/11/08,null,0 / 10,Everyone,null
919,null,null,No,Pro Evolution Soccer 2009,1226361600,Microsoft Xbox 360,11/11/08,null,0 / 10,Everyone,null
920,null,null,No,Pro Evolution Soccer 2010,1257206400,Microsoft Xbox 360,11/3/09,null,0 / 10,Everyone,null
921,null,null,No,Pro Evolution Soccer 2011,1287446400,Microsoft Xbox 360,10/19/10,null,0 / 10,Everyone,null
922,Konami,Sports,No,Pro Evolution Soccer 2012,1317081600,Microsoft Xbox 360,9/27/11,null,0 / 10,Everyone,Winning Eleven Productions
923,Konami,Sports,Yes,Pro Evolution Soccer 2013,1348531200,Microsoft Xbox 360,9/25/12,4,10-Jul,Everyone,Konami
924,Konami,Sports,Yes,Pro Evolution Soccer 2014,1379635200,Microsoft Xbox 360,9/20/13,4,0 / 10,Everyone,Konami
925,Konami,Sports,No,Pro Evolution Soccer 6,1161820800,Microsoft Xbox 360,10/26/06,null,0 / 10,null,Konami
926,Slightly Mad Studios,null,No,Project CARS,1388448000,Microsoft Xbox 360,12/31/13,null,0 / 10,null,Slightly Mad Studios
927,Microsoft Game Studios,Racing,Yes,Project Gotham Racing 3,1131926400,Microsoft Xbox 360,11/14/05,2,0 / 10,Everyone 10+,Bizarre Creations
928,Microsoft Game Studios,Racing,No,Project Gotham Racing 4,1195344000,Microsoft Xbox 360,11/18/07,null,0 / 10,Everyone,Bizarre Creations
929,Square Enix,Shooter,No,Project Sylpheed,1184025600,Microsoft Xbox 360,7/10/07,null,0 / 10,Teen,Game Arts
930,Activision,Action,No,Prototype,1244505600,Microsoft Xbox 360,6/9/09,1,0 / 10,Mature,Radical Entertainment
931,Activision,Action,No,Prototype 2,1335225600,Microsoft Xbox 360,4/24/12,1,10-Jun,Mature,Radical Entertainment
932,null,null,No,Pure,1222128000,Microsoft Xbox 360,9/23/08,null,10-May,Everyone,null
933,null,null,No,Pure Futbol,1275350400,Microsoft Xbox 360,6/1/10,null,0 / 10,Everyone,null
934,Thq,Action,No,Puss In Boots,1319500800,Microsoft Xbox 360,10/25/11,null,0 / 10,Everyone 10+,blitz games
935,null,null,No,Puzzle Chronicles,1271808000,Microsoft Xbox 360,4/21/10,null,0 / 10,Everyone 10+,null
936,D3 Publisher,Puzzle,No,Puzzle Quest Challenge of the Warlords,1191974400,Microsoft Xbox 360,10/10/07,null,0 / 10,null,Infinite Interactive
937,"Activision, Bethesda Softworks",Shooter,No,Quake 4,1132272000,Microsoft Xbox 360,11/18/05,null,0 / 10,Mature,"Raven Software, id Software"
938,Square Enix,Puzzle,No,Quantum Conundrum,1341964800,Microsoft Xbox 360,7/11/12,1,0 / 10,Everyone,Airtight Games
939,Tecmo,Action,No,Quantum Theory,1285632000,Microsoft Xbox 360,9/28/10,4,0 / 10,Mature,Tecmo
940,Atari,null,No,Qubed,1252972800,Microsoft Xbox 360,9/15/09,null,0 / 10,null,null
941,null,null,No,RUSE,1283817600,Microsoft Xbox 360,9/7/10,null,0 / 10,Teen,null
942,"Codemasters Software, Inc.",Racing,No,Race Driver Grid,1212451200,Microsoft Xbox 360,6/3/08,4,0 / 10,Everyone 10+,null
943,null,Racing,No,Race Pro,1234828800,Microsoft Xbox 360,2/17/09,2,0 / 10,Everyone 10+,null
944,null,"Action, Racing, Shooter",No,Rage,1317686400,Microsoft Xbox 360,10/4/11,null,0 / 10,Mature,id
945,Valcon Games,Shooter,No,Raiden Fighters Aces,1242086400,Microsoft Xbox 360,5/12/09,null,0 / 10,null,Gulti
946,UFO Interactive,Shooter,Yes,Raiden IV,1252368000,Microsoft Xbox 360,9/8/09,null,0 / 10,Everyone 10+,Moss Ltd.
947,null,null,No,Rambo The Video Game,1388448000,Microsoft Xbox 360,12/31/13,null,0 / 10,Mature,null
948,Electronic Arts,"Action, Adventure",No,Rango,1298937600,Microsoft Xbox 360,3/1/11,1,10-Jul,Everyone 10+,Behaviour
949,null,null,No,Rapala,1321315200,Microsoft Xbox 360,11/15/11,null,0 / 10,null,null
950,Activision,null,No,Rapala Pro Bass Fishing,1285632000,Microsoft Xbox 360,9/28/10,null,0 / 10,Everyone,null
951,null,null,No,Ratatouille,1182816000,Microsoft Xbox 360,6/26/07,null,0 / 10,null,null
952,Evolved/XIM,"Action, Shooter, Strategy",Yes,Raven Squad Operation Hidden Dagger,1302566400,Microsoft Xbox 360,4/12/11,4,10-Feb,Teen,Atomic Motion
953,null,null,No,Ravensdale,1385856000,Microsoft Xbox 360,12/1/13,null,0 / 10,null,null
954,null,null,No,Raving Rabbids Alive Kicking,1320710400,Microsoft Xbox 360,11/8/11,null,0 / 10,null,null
955,null,null,No,Rayman 3 HD,1332288000,Microsoft Xbox 360,3/21/12,null,0 / 10,Everyone 10+,null
956,Ubisoft,Platform,Yes,Rayman Legends,1378166400,Microsoft Xbox 360,9/3/13,2,0 / 10,Everyone 10+,Ubisoft Montpellier
957,Ubisoft,Action,No,Rayman Origins,1321315200,Microsoft Xbox 360,11/15/11,null,0 / 10,Everyone 10+,Ubisoft
958,Ubisoft,null,No,Rayman Raving Rabbids,1177372800,Microsoft Xbox 360,4/24/07,null,0 / 10,Everyone,Ubisoft
959,null,null,No,RayStorm HD,1273017600,Microsoft Xbox 360,5/5/10,null,0 / 10,Everyone 10+,null
960,null,null,No,Real Steel,1318377600,Microsoft Xbox 360,10/12/11,null,0 / 10,Everyone 10+,null
961,null,null,No,Realms of Ancient War,1348531200,Microsoft Xbox 360,9/25/12,null,0 / 10,Teen,null
962,Aksys Games,"Role-Playing, Strategy",No,Record of Agarest War,1272326400,Microsoft Xbox 360,4/27/10,null,0 / 10,Teen,Idea Factory
963,Aksys Games,Role-Playing,No,Record of Agarest War Zero,1308009600,Microsoft Xbox 360,6/14/11,1,0 / 10,Teen,Idea Factory
964,Aksys Games,"Role-Playing, Strategy",No,Record of Agarest War Zero Limited Edition,1308009600,Microsoft Xbox 360,6/14/11,null,0 / 10,null,Idea Factory
965,Rockstar Games,"Action, Adventure, Sandbox, Shooter",Yes,Red Dead Redemption,1274140800,Microsoft Xbox 360,5/18/10,4,10-Jul,Mature,Rockstar Games
966,null,"Sandbox, Shooter",No,Red Dead Redemption Game of the Year Edition,1318291200,Microsoft Xbox 360,10/11/11,4,0 / 10,Mature,Rockstar San Diego
967,null,"Action, Adventure, Horror, Sandbox, Shooter",Yes,Red Dead Redemption Undead Nightmare,1290470400,Microsoft Xbox 360,11/23/10,4,0 / 10,Mature,null
968,THQ,Shooter,No,Red Faction Armageddon,1307404800,Microsoft Xbox 360,6/7/11,null,0 / 10,Mature,Volition
969,null,null,No,Red Faction Battlegrounds,1302048000,Microsoft Xbox 360,4/6/11,null,0 / 10,Everyone 10+,null
970,null,Shooter,No,Red Faction Guerrilla,1243900800,Microsoft Xbox 360,6/2/09,null,10-Aug,null,null
971,null,null,No,Red Johnsons Chronicles One Against All,1347321600,Microsoft Xbox 360,9/11/12,null,0 / 10,Mature,null
